"Plot Title: 20240911_CBASS_LL_28C"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21793877, SEN S/N: 21793877)","Coupler Attached (LGR S/N: 21793877)","Host Connected (LGR S/N: 21793877)","Stopped (LGR S/N: 21793877)","End Of File (LGR S/N: 21793877)"
1,09/11/24 12:00:00 PM,27.468,,,,
2,09/11/24 12:05:00 PM,27.862,,,,
3,09/11/24 12:10:00 PM,28.357,,,,
4,09/11/24 12:15:00 PM,28.060,,,,
5,09/11/24 12:20:00 PM,27.665,,,,
6,09/11/24 12:25:00 PM,27.567,,,,
7,09/11/24 12:30:00 PM,28.258,,,,
8,09/11/24 12:35:00 PM,28.060,,,,
9,09/11/24 12:40:00 PM,27.665,,,,
10,09/11/24 12:45:00 PM,27.862,,,,
11,09/11/24 12:50:00 PM,27.961,,,,
12,09/11/24 12:55:00 PM,27.665,,,,
13,09/11/24 01:00:00 PM,27.764,,,,
14,09/11/24 01:05:00 PM,28.555,,,,
15,09/11/24 01:10:00 PM,28.357,,,,
16,09/11/24 01:15:00 PM,27.862,,,,
17,09/11/24 01:20:00 PM,27.862,,,,
18,09/11/24 01:25:00 PM,28.555,,,,
19,09/11/24 01:30:00 PM,28.357,,,,
20,09/11/24 01:35:00 PM,27.961,,,,
21,09/11/24 01:40:00 PM,27.764,,,,
22,09/11/24 01:45:00 PM,28.357,,,,
23,09/11/24 01:50:00 PM,28.159,,,,
24,09/11/24 01:55:00 PM,27.862,,,,
25,09/11/24 02:00:00 PM,28.060,,,,
26,09/11/24 02:05:00 PM,27.764,,,,
27,09/11/24 02:10:00 PM,28.258,,,,
28,09/11/24 02:15:00 PM,28.655,,,,
29,09/11/24 02:20:00 PM,28.357,,,,
30,09/11/24 02:25:00 PM,27.862,,,,
31,09/11/24 02:30:00 PM,28.159,,,,
32,09/11/24 02:35:00 PM,28.456,,,,
33,09/11/24 02:40:00 PM,28.159,,,,
34,09/11/24 02:45:00 PM,27.862,,,,
35,09/11/24 02:50:00 PM,27.764,,,,
36,09/11/24 02:55:00 PM,28.456,,,,
37,09/11/24 03:00:00 PM,28.357,,,,
38,09/11/24 03:05:00 PM,28.060,,,,
39,09/11/24 03:10:00 PM,27.764,,,,
40,09/11/24 03:15:00 PM,28.159,,,,
41,09/11/24 03:20:00 PM,28.159,,,,
42,09/11/24 03:25:00 PM,28.060,,,,
43,09/11/24 03:30:00 PM,28.555,,,,
44,09/11/24 03:35:00 PM,28.357,,,,
45,09/11/24 03:40:00 PM,27.961,,,,
46,09/11/24 03:45:00 PM,27.764,,,,
47,09/11/24 03:50:00 PM,28.456,,,,
48,09/11/24 03:55:00 PM,28.357,,,,
49,09/11/24 04:00:00 PM,28.060,,,,
50,09/11/24 04:05:00 PM,27.862,,,,
51,09/11/24 04:10:00 PM,27.961,,,,
52,09/11/24 04:15:00 PM,28.555,,,,
53,09/11/24 04:20:00 PM,28.456,,,,
54,09/11/24 04:25:00 PM,28.060,,,,
55,09/11/24 04:30:00 PM,27.862,,,,
56,09/11/24 04:35:00 PM,28.555,,,,
57,09/11/24 04:40:00 PM,28.456,,,,
58,09/11/24 04:45:00 PM,28.060,,,,
59,09/11/24 04:50:00 PM,27.764,,,,
60,09/11/24 04:55:00 PM,28.357,,,,
61,09/11/24 05:00:00 PM,28.456,,,,
62,09/11/24 05:05:00 PM,28.159,,,,
63,09/11/24 05:10:00 PM,27.961,,,,
64,09/11/24 05:15:00 PM,27.961,,,,
65,09/11/24 05:20:00 PM,27.764,,,,
66,09/11/24 05:25:00 PM,28.357,,,,
67,09/11/24 05:30:00 PM,28.258,,,,
