"Plot Title: 20240911_CBASS_LL_40C"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21793878, SEN S/N: 21793878)","Coupler Attached (LGR S/N: 21793878)","Host Connected (LGR S/N: 21793878)","Stopped (LGR S/N: 21793878)","End Of File (LGR S/N: 21793878)"
309,09/12/24 01:40:00 PM,21.091,,,,
310,09/12/24 01:45:00 PM,20.805,,,,
311,09/12/24 01:50:00 PM,20.615,,,,
312,09/12/24 01:55:00 PM,20.519,,,,
313,09/12/24 02:00:00 PM,20.519,,,,
314,09/12/24 02:05:00 PM,20.519,,,,
315,09/12/24 02:10:00 PM,20.519,,,,
316,09/12/24 02:12:06 PM,,Logged,,,
317,09/12/24 02:12:07 PM,,,Logged,,
318,09/12/24 02:12:37 PM,,,,Logged,Logged
